iter	Passed	Remaining
532	58294	488559
533	58400	488419
534	58507	488292
535	58619	488203
536	58731	488114
537	58833	487945
538	58941	487828
539	59051	487722
540	59159	487603
541	59272	487521
542	59382	487419
543	59498	487365
544	59613	487296
545	59729	487247
546	59841	487159
547	59952	487061
548	60061	486948
549	60167	486809
550	60278	486712
551	60389	486613
552	60501	486525
553	60614	486448
554	60721	486316
555	60834	486242
556	60937	486077
557	61043	485937
558	61153	485836
559	61252	485642
560	61362	485540
561	61473	485440
562	61586	485366
563	61699	485282
564	61808	485172
565	61918	485063
566	62022	484916
567	62132	484809
568	62240	484691
569	62348	484571
570	62460	484476
571	62570	484378
572	62681	484280
573	62796	484214
574	62902	484076
575	63013	483977
576	63130	483926
577	63241	483830
578	63352	483736
579	63463	483638
580	63568	483494
581	63680	483402
582	63802	483390
583	63912	483280
584	64025	483200
585	64138	483118
586	64247	483003
587	64355	482883
588	64467	482794
589	64576	482678
590	64688	482587
591	64797	482477
592	64906	482362
593	65014	482244
594	65118	482094
595	65226	481975
596	65338	481883
597	65451	481800
598	65561	481695
599	65673	481605
600	65784	481505
601	65896	481418
602	66004	481295
603	66110	481164
604	66215	481021
605	66322	480892
606	66429	480768
607	66542	480683
608	66651	480567
609	66761	480461
610	66872	480363
611	66975	480206
612	67086	480112
613	67194	479991
614	67300	479859
615	67417	479799
616	67531	479728
617	67647	479659
618	67756	479552
619	67867	479449
620	67970	479294
621	68088	479249
622	68195	479121
623	68305	479016
624	68417	478924
625	68519	478759
626	68626	478634
627	68768	478751
628	68869	478583
629	68977	478463
630	69095	478412
631	69206	478315
632	69314	478194
633	69424	478088
634	69538	478007
635	69645	477880
636	69756	477783
637	69866	477678
638	69982	477612
639	70093	477514
640	70202	477402
641	70318	477334
642	70429	477232
643	70535	477098
644	70647	477007
645	70753	476875
646	70867	476798
647	70982	476724
648	71092	476617
649	71199	476485
650	71305	476353
651	71419	476279
652	71534	476201
653	71644	476096
654	71752	475975
655	71866	475894
656	71974	475776
657	72086	475683
658	72191	475543
659	72303	475452
660	72412	475338
661	72519	475211
662	72624	475072
663	72739	474996
664	72850	474897
665	72965	474822
666	73079	474740
667	73193	474660
668	73298	474522
669	73414	474456
670	73517	474305
671	73631	474222
672	73747	474150
673	73854	474027
674	73963	473916
675	74075	473817
676	74178	473668
677	74293	473591
678	74400	473470
679	74511	473368
680	74622	473265
681	74730	473149
682	74838	473027
683	74954	472960
684	75072	472900
685	75184	472806
686	75297	472717
687	75408	472619
688	75523	472545
689	75630	472417
690	75734	472273
691	75846	472175
692	75953	472051
693	76063	471941
694	76178	471871
695	76281	471720
696	76391	471612
697	76501	471501
698	76603	471349
699	76711	471230
700	76827	471160
701	76945	471099
702	77057	471005
703	77161	470858
704	77275	470776
705	77385	470672
706	77492	470547
707	77601	470434
708	77714	470344
709	77823	470231
710	77934	470126
711	78048	470042
712	78159	469941
713	78267	469823
714	78382	469747
715	78500	469687
716	78615	469606
717	78733	469551
718	78842	469435
719	78950	469314
720	79068	469255
721	79183	469181
722	79293	469069
723	79408	468990
724	79523	468913
725	79638	468834
726	79758	468786
727	79865	468658
728	79974	468545
729	80083	468435
730	80195	468337
731	80305	468228
732	80420	468150
733	80528	468031
734	80642	467945
735	80753	467842
736	80859	467713
737	80966	467589
738	81075	467473
739	81187	467379
740	81302	467296
741	81408	467165
742	81518	467059
743	81624	466927
744	81738	466839
745	81859	466794
746	81967	466675
747	82084	466607
748	82198	466522
749	82302	466380
750	82407	466245
751	82517	466137
752	82632	466056
753	82744	465956
754	82857	465867
755	82964	465740
756	83076	465645
757	83183	465520
758	83294	465415
759	83413	465361
760	83521	465238
761	83629	465120
762	83736	464993
763	83841	464858
764	83951	464749
765	84058	464624
766	84176	464560
767	84288	464462
768	84396	464345
769	84511	464262
770	84626	464186
771	84733	464060
772	84845	463960
773	84957	463864
774	85070	463772
775	85183	463681
776	85296	463585
777	85405	463475
778	85518	463379
779	85635	463308
780	85740	463175
781	85856	463097
782	85967	462996
783	86074	462872
784	86189	462789
785	86303	462701
786	86409	462572
787	86520	462467
788	86639	462408
789	86758	462345
790	86864	462213
791	86973	462102
792	87082	461986
793	87196	461902
794	87307	461796
795	87417	461686
796	87533	461609
797	87640	461485
798	87751	461380
799	87866	461298
800	87977	461196
801	88091	461104
802	88203	461007
803	88311	460890
804	88421	460781
805	88535	460691
806	88642	460567
807	88757	460485
808	88865	460362
809	88974	460251
810	89089	460167
811	89197	460047
812	89311	459961
813	89416	459824
814	89533	459749
815	89643	459642
816	89753	459532
817	89864	459428
818	89972	459310
819	90088	459233
820	90199	459127
821	90302	458984
822	90414	458885
823	90526	458783
824	90634	458666
825	90745	458562
826	90857	458464
827	90966	458348
828	91074	458229
829	91185	458125
830	91295	458016
831	91408	457919
832	91521	457828
833	91631	457716
834	91744	457624
835	91849	457490
836	91956	457364
837	92065	457252
838	92172	457127
839	92278	456995
840	92393	456913
841	92502	456797
842	92620	456729
843	92735	456647
844	92848	456551
845	92958	456443
846	93078	456379
847	93184	456251
848	93293	456136
849	93406	456042
850	93520	455952
851	93635	455868
852	93746	455764
853	93860	455674
854	93976	455591
855	94094	455523
856	94204	455414
857	94319	455329
858	94429	455219
859	94538	455103
860	94648	454994
861	94752	454856
862	94866	454765
863	94972	454638
864	95084	454536
865	95189	454402
866	95303	454311
867	95417	454220
868	95528	454118
869	95642	454029
870	95756	453935
871	95873	453861
872	95986	453764
873	96102	453685
874	96214	453580
875	96325	453478
876	96444	453410
877	96553	453296
878	96664	453188
879	96771	453064
880	96882	452962
881	96994	452859
882	97102	452740
883	97211	452629
884	97331	452563
885	97448	452485
886	97558	452374
887	97670	452275
888	97783	452177
889	97899	452098
890	98009	451989
891	98119	451877
892	98227	451760
893	98341	451666
894	98458	451587
895	98566	451472
896	98679	451372
897	98794	451284
898	98906	451185
899	99019	451088
900	99133	450997
901	99238	450863
902	99346	450746
903	99455	450631
904	99569	450537
905	99688	450467
906	99796	450348
907	99908	450247
908	100024	450164
909	100141	450085
910	100246	449955
911	100355	449840
912	100462	449715
913	100560	449552
914	100677	449471
915	100790	449376
916	100903	449280
917	101011	449162
918	101125	449065
919	101233	448947
920	101349	448864
921	101456	448740
922	101567	448636
923	101681	448542
924	101787	448417
925	101899	448312
926	102014	448226
927	102123	448109
928	102231	447991
929	102341	447879
930	102448	447758
931	102566	447683
932	102679	447587
933	102783	447447
934	102899	447366
935	103016	447286
936	103125	447172
937	103235	447059
938	103347	446956
939	103462	446869
940	103579	446790
941	103694	446699
942	103803	446587
943	103922	446512
944	104033	446408
945	104148	446317
946	104266	446241
947	104377	446135
948	104486	446020
949	104600	445930
950	104714	445835
951	104825	445727
952	104937	445626
953	105044	445504
954	105150	445377
955	105266	445290
956	105378	445188
957	105492	445095
958	105602	444984
959	105709	444862
960	105822	444763
961	105937	444673
962	106048	444564
963	106157	444453
964	106272	444363
965	106381	444248
966	106489	444126
967	106605	444040
968	106713	443922
969	106823	443814
970	106934	443706
971	107047	443606
972	107160	443509
973	107270	443399
974	107376	443271
975	107486	443161
976	107598	443060
977	107711	442961
978	107825	442868
979	107944	442791
980	108051	442671
981	108164	442572
982	108279	442480
983	108391	442377
984	108506	442288
985	108618	442186
986	108729	442077
987	108846	441996
988	108959	441897
989	109068	441783
990	109180	441681
991	109285	441548
992	109393	441428
993	109507	441337
994	109611	441199
995	109726	441108
996	109834	440992
997	109941	440868
998	110053	440765
999	110169	440679
1000	110272	440539
1001	110390	440460
1002	110501	440354
1003	110606	440221
1004	110722	440133
1005	110831	440019
1006	110938	439899
1007	111048	439789
1008	111160	439683
1009	111273	439587
1010	111384	439478
1011	111493	439364
1012	111603	439252
1013	111717	439157
1014	111830	439057
1015	111945	438966
1016	112051	438839
1017	112166	438748
1018	112279	438649
1019	112389	438538
1020	112504	438448
1021	112613	438334
1022	112730	438250
1023	112840	438140
1024	112953	438037
1025	113062	437926
1026	113176	437827
1027	113281	437699
1028	113390	437584
1029	113500	437473
1030	113610	437360
1031	113715	437231
1032	113822	437109
1033	113940	437030
1034	114050	436916
1035	114165	436826
1036	114275	436716
1037	114390	436625
1038	114502	436519
1039	114621	436443
1040	114728	436322
1041	114837	436204
1042	114947	436094
1043	115053	435968
1044	115163	435858
1045	115276	435759
1046	115381	435630
1047	115492	435522
1048	115597	435392
1049	115715	435308
1050	115828	435209
1051	115936	435091
1052	116048	434989
1053	116161	434891
1054	116271	434777
1055	116378	434657
1056	116497	434580
1057	116612	434486
1058	116726	434390
1059	116827	434246
1060	116938	434136
1061	117049	434029
1062	117157	433913
1063	117267	433802
1064	117380	433701
1065	117487	433580
1066	117597	433470
1067	117707	433358
1068	117822	433266
1069	117929	433142
1070	118035	433016
1071	118153	432934
1072	118253	432788
1073	118360	432664
1074	118470	432554
1075	118582	432452
1076	118693	432342
1077	118801	432227
1078	118915	432130
1079	119034	432049
1080	119148	431954
1081	119258	431845
1082	119368	431732
1083	119480	431630
1084	119590	431517
1085	119698	431400
1086	119808	431288
1087	119920	431184
1088	120038	431101
1089	120145	430981
1090	120253	430862
1091	120363	430752
1092	120474	430644
1093	120583	430528
1094	120696	430428
1095	120805	430313
1096	120917	430210
1097	121032	430117
1098	121142	430006
1099	121256	429910
1100	121371	429815
1101	121477	429690
1102	121595	429608
1103	121708	429508
1104	121825	429421
1105	121941	429331
1106	122051	429219
1107	122156	429091
1108	122264	428973
1109	122378	428875
1110	122491	428775
1111	122603	428672
1112	122720	428584
1113	122830	428472
1114	122946	428383
1115	123062	428293
1116	123171	428176
1117	123282	428070
1118	123388	427945
1119	123497	427830
1120	123611	427732
1121	123720	427617
1122	123835	427524
1123	123946	427416
1124	124054	427300
1125	124169	427203
1126	124278	427090
1127	124390	426985
1128	124491	426843
1129	124605	426746
1130	124713	426627
1131	124827	426529
1132	124943	426441
1133	125060	426353
1134	125166	426227
1135	125276	426114
1136	125380	425986
1137	125500	425908
1138	125610	425796
1139	125724	425698
1140	125839	425605
1141	125947	425485
1142	126061	425387
1143	126170	425274
1144	126282	425169
1145	126396	425071
1146	126504	424953
1147	126609	424824
1148	126719	424714
1149	126828	424601
1150	126937	424485
1151	127055	424400
1152	127171	424309
1153	127286	424214
1154	127398	424108
1155	127504	423986
1156	127612	423867
1157	127731	423786
1158	127840	423672
1159	127951	423562
1160	128064	423461
1161	128175	423355
1162	128288	423252
1163	128400	423146
1164	128511	423041
1165	128621	422929
1166	128735	422829
1167	128856	422756
1168	128969	422654
1169	129078	422538
1170	129191	422437
1171	129304	422335
1172	129423	422253
1173	129531	422135
1174	129640	422021
1175	129753	421919
1176	129864	421812
1177	129979	421715
1178	130097	421632
1179	130218	421553
1180	130331	421452
1181	130443	421347
1182	130553	421235
1183	130660	421116
1184	130775	421018
1185	130886	420911
1186	130996	420800
1187	131110	420702
1188	131216	420577
1189	131322	420452
1190	131429	420333
1191	131541	420225
1192	131654	420124
1193	131766	420020
1194	131881	419924
1195	131996	419829
1196	132105	419715
1197	132221	419621
1198	132335	419523
1199	132439	419390
1200	132549	419278
1201	132656	419160
1202	132771	419062
1203	132887	418969
1204	132998	418862
1205	133115	418771
1206	133231	418681
1207	133347	418588
1208	133466	418505
1209	133584	418416
1210	133702	418332
1211	133813	418221
1212	133923	418109
1213	134041	418024
1214	134147	417900
1215	134263	417807
1216	134371	417689
1217	134486	417592
1218	134602	417499
1219	134711	417384
1220	134818	417262
1221	134932	417164
1222	135046	417063
1223	135159	416961
1224	135277	416875
1225	135390	416772
1226	135496	416649
1227	135613	416558
1228	135729	416466
1229	135841	416361
1230	135957	416265
1231	136071	416166
1232	136181	416054
1233	136290	415939
1234	136399	415824
1235	136505	415701
1236	136619	415601
1237	136731	415495
1238	136841	415385
1239	136956	415288
1240	137071	415189
1241	137179	415073
1242	137289	414961
1243	137398	414847
1244	137511	414743
1245	137621	414631
1246	137728	414511
1247	137844	414418
1248	137960	414321
1249	138068	414204
1250	138181	414102
1251	138295	414004
1252	138402	413881
1253	138515	413778
1254	138626	413669
1255	138734	413553
1256	138852	413464
1257	138959	413342
1258	139070	413235
1259	139181	413126
1260	139287	413001
1261	139399	412897
1262	139517	412807
1263	139624	412687
1264	139730	412565
1265	139850	412482
1266	139967	412389
1267	140076	412274
1268	140185	412159
1269	140302	412070
1270	140420	411980
1271	140536	411887
1272	140643	411765
1273	140752	411650
1274	140861	411537
1275	140970	411423
1276	141084	411320
1277	141198	411220
1278	141309	411113
1279	141423	411011
1280	141533	410901
1281	141648	410804
1282	141760	410696
1283	141873	410592
1284	141984	410483
1285	142095	410374
1286	142205	410263
1287	142318	410160
1288	142431	410057
1289	142544	409954
1290	142664	409870
1291	142779	409774
1292	142900	409692
1293	143007	409571
1294	143119	409464
1295	143226	409344
1296	143332	409222
1297	143445	409119
1298	143555	409006
1299	143662	408886
1300	143775	408781
1301	143888	408678
1302	143998	408566
1303	144114	408471
1304	144228	408372
1305	144343	408274
1306	144454	408162
1307	144570	408068
1308	144685	407969
1309	144798	407868
1310	144906	407750
1311	145022	407655
1312	145135	407550
1313	145247	407445
1314	145361	407343
1315	145474	407239
1316	145588	407139
1317	145699	407029
1318	145809	406918
1319	145918	406801
1320	146033	406705
1321	146141	406587
1322	146251	406476
1323	146366	406377
1324	146479	406273
1325	146590	406165
1326	146708	406073
1327	146824	405979
1328	146942	405887
1329	147052	405775
1330	147160	405658
1331	147272	405552
1332	147386	405449
1333	147491	405325
1334	147603	405218
1335	147716	405113
1336	147825	404998
1337	147934	404884
1338	148048	404783
1339	148160	404676
1340	148273	404574
1341	148385	404466
1342	148500	404367
1343	148614	404266
1344	148723	404152
1345	148837	404049
1346	148951	403950
1347	149061	403836
1348	149173	403730
1349	149283	403619
1350	149394	403509
1351	149502	403391
1352	149613	403282
1353	149725	403175
1354	149836	403066
1355	149960	402990
1356	150076	402896
1357	150193	402801
1358	150305	402694
1359	150420	402595
1360	150561	402567
1361	150673	402459
1362	150787	402356
1363	150899	402251
1364	151014	402152
1365	151127	402047
1366	151236	401933
1367	151351	401832
1368	151461	401721
1369	151573	401614
1370	151692	401526
1371	151803	401415
1372	151913	401303
1373	152032	401215
1374	152141	401100
1375	152250	400985
1376	152358	400867
1377	152464	400745
1378	152575	400635
1379	152689	400533
1380	152800	400422
1381	152911	400313
1382	153014	400182
1383	153123	400069
1384	153228	399943
1385	153339	399832
1386	153456	399739
1387	153569	399634
1388	153686	399540
1389	153800	399438
1390	153917	399344
1391	154023	399221
1392	154131	399105
1393	154236	398979
1394	154348	398871
1395	154455	398752
1396	154562	398631
1397	154676	398528
1398	154785	398414
1399	154890	398289
1400	154999	398173
1401	155114	398076
1402	155217	397945
1403	155323	397823
1404	155432	397708
1405	155536	397580
1406	155646	397469
1407	155755	397352
1408	155860	397229
1409	155974	397125
1410	156084	397013
1411	156202	396923
1412	156312	396811
1413	156428	396712
1414	156536	396595
1415	156652	396498
1416	156760	396381
1417	156873	396276
1418	156991	396186
1419	157101	396073
1420	157212	395964
1421	157322	395850
1422	157433	395740
1423	157550	395647
1424	157669	395557
1425	157789	395468
1426	157901	395362
1427	158018	395267
1428	158124	395146
1429	158235	395035
1430	158347	394929
1431	158462	394829
1432	158576	394724
1433	158688	394618
1434	158792	394490
1435	158906	394389
1436	159016	394277
1437	159123	394157
1438	159237	394055
1439	159348	393944
1440	159461	393840
1441	159577	393742
1442	159691	393641
1443	159805	393537
1444	159917	393429
1445	160028	393319
1446	160147	393229
1447	160259	393122
1448	160366	393002
1449	160479	392898
1450	160593	392794
1451	160706	392689
1452	160824	392597
1453	160943	392507
1454	161052	392393
1455	161154	392259
1456	161272	392168
1457	161383	392058
1458	161499	391959
1459	161615	391862
1460	161726	391751
1461	161836	391639
1462	161948	391532
1463	162058	391418
1464	162163	391296
1465	162280	391200
1466	162388	391084
1467	162500	390975
1468	162616	390877
1469	162728	390770
1470	162833	390645
1471	162945	390536
1472	163057	390429
1473	163168	390319
1474	163286	390227
1475	163401	390126
1476	163508	390007
1477	163622	389904
1478	163724	389773
1479	163840	389675
1480	163951	389563
1481	164062	389454
1482	164171	389339
1483	164277	389219
1484	164389	389111
1485	164503	389007
1486	164620	388911
1487	164729	388797
1488	164843	388693
1489	164963	388605
1490	165075	388498
1491	165186	388386
1492	165299	388281
1493	165411	388174
1494	165524	388069
1495	165640	387971
1496	165755	387870
1497	165865	387758
1498	165980	387655
1499	166092	387548
1500	166199	387430
1501	166314	387329
1502	166423	387215
1503	166532	387100
1504	166650	387006
1505	166765	386905
1506	166877	386797
1507	166993	386699
1508	167105	386590
1509	167217	386481
1510	167338	386394
1511	167450	386286
1512	167561	386176
1513	167676	386075
1514	167788	385969
1515	167909	385880
1516	168029	385791
1517	168136	385672
1518	168248	385565
1519	168364	385466
1520	168476	385358
1521	168593	385262
1522	168709	385161
1523	168820	385053
1524	168941	384964
1525	169056	384864
1526	169173	384767
1527	169280	384648
1528	169395	384545
1529	169508	384439
1530	169622	384336
1531	169738	384237
1532	169844	384117
1533	169958	384013
1534	170072	383909
1535	170182	383796
1536	170298	383698
1537	170409	383588
1538	170516	383468
1539	170626	383355
1540	170739	383248
1541	170848	383134
1542	170964	383036
1543	171077	382930
1544	171183	382808
1545	171300	382711
1546	171413	382605
1547	171527	382502
1548	171641	382399
1549	171753	382290
1550	171866	382184
1551	171982	382085
1552	172096	381980
1553	172203	381862
1554	172318	381760
1555	172430	381652
1556	172542	381543
1557	172659	381445
1558	172770	381336
1559	172884	381232
1560	172997	381126
1561	173112	381024
1562	173226	380921
1563	173342	380821
1564	173457	380718
1565	173571	380616
1566	173684	380509
1567	173802	380414
1568	173922	380323
1569	174032	380210
1570	174143	380101
1571	174258	379998
1572	174371	379892
1573	174481	379780
1574	174595	379676
1575	174702	379557
1576	174816	379451
1577	174930	379347
1578	175044	379245
1579	175162	379148
1580	175271	379034
1581	175382	378923
1582	175491	378808
1583	175606	378707
1584	175720	378603
1585	175837	378505
1586	175945	378389
1587	176058	378282
1588	176171	378174
1589	176282	378064
1590	176390	377947
1591	176503	377842
1592	176619	377741
1593	176732	377634
1594	176852	377543
1595	176961	377429
1596	177075	377324
1597	177190	377223
1598	177300	377110
1599	177414	377005
1600	177523	376891
1601	177634	376779
1602	177740	376658
1603	177849	376544
1604	177964	376442
1605	178076	376333
1606	178185	376218
1607	178294	376104
1608	178407	375998
1609	178520	375890
1610	178628	375774
1611	178731	375645
1612	178839	375529
1613	178951	375422
1614	179062	375311
1615	179178	375209
1616	179295	375112
1617	179408	375005
1618	179520	374898
1619	179635	374794
1620	179749	374691
1621	179865	374590
1622	179987	374501
1623	180092	374378
1624	180207	374276
1625	180326	374182
1626	180433	374064
1627	180540	373945
1628	180654	373841
1629	180763	373726
1630	180867	373601
1631	180985	373503
1632	181098	373396
1633	181207	373283
1634	181329	373194
1635	181434	373071
1636	181540	372950
1637	181654	372845
1638	181767	372740
1639	181878	372629
1640	181993	372527
1641	182109	372425
1642	182222	372320
1643	182338	372218
1644	182444	372097
1645	182558	371993
1646	182665	371875
1647	182776	371763
1648	182891	371660
1649	182996	371539
1650	183113	371439
1651	183223	371327
1652	183338	371223
1653	183452	371119
1654	183560	371003
1655	183667	370884
1656	183780	370777
1657	183893	370670
1658	184003	370558
1659	184119	370457
1660	184229	370343
1661	184340	370233
1662	184460	370140
1663	184573	370035
