iter	Logloss
392	0.2146847715
393	0.2146037226
394	0.2145505586
395	0.2144943643
396	0.2143760662
397	0.2143130732
398	0.2142578325
399	0.2141812606
400	0.2140875268
401	0.2140275536
402	0.2139262724
403	0.2138629589
404	0.2137894897
405	0.2137473102
406	0.213733171
407	0.2136682773
408	0.213585372
409	0.2135121956
410	0.213432404
411	0.2133165722
412	0.2131899409
413	0.2130746794
414	0.2129619284
415	0.2129122534
416	0.2128366427
417	0.2127585821
418	0.2127139745
419	0.2126028061
420	0.2125293255
421	0.2124277859
422	0.2123472233
423	0.2121951966
424	0.212121881
425	0.2120553856
426	0.2119705014
427	0.2119027734
428	0.2118233218
429	0.2117654243
430	0.2116683722
431	0.211579248
432	0.2115489392
433	0.21145926
434	0.2113529649
435	0.2111966577
436	0.2111282296
437	0.2109760265
438	0.2109307108
439	0.2108380442
440	0.2107333241
441	0.2106593804
442	0.21059339
443	0.2105455294
444	0.2104728494
445	0.2103559074
446	0.2102624469
447	0.2101663461
448	0.2100963206
449	0.2099917769
450	0.2099539409
451	0.2099080229
452	0.2098071404
453	0.2097306585
454	0.2097026076
455	0.209653389
456	0.209580174
457	0.2094894495
458	0.2093735909
459	0.2093233914
460	0.2092405701
461	0.2091735706
462	0.2091191897
463	0.2090408258
464	0.2089510689
465	0.2088616986
466	0.2087369933
467	0.2086589155
468	0.2085097723
469	0.2083594389
470	0.2082944965
471	0.208179698
472	0.2080849104
473	0.2080162287
474	0.2079607096
475	0.2078407125
476	0.2077984991
477	0.2077112284
478	0.2076591105
479	0.2076117673
480	0.2075471644
481	0.207402072
482	0.2073565984
483	0.2073093219
484	0.2072429571
485	0.207159586
486	0.207015286
487	0.2069767461
488	0.2069114614
489	0.2068780398
490	0.2068268147
491	0.2067329321
492	0.2066319613
493	0.2065847626
494	0.2065306745
495	0.2064552274
496	0.2063126211
497	0.2062097454
498	0.2061304793
499	0.2060361624
500	0.2059767632
501	0.2058932862
502	0.2058660965
503	0.2057893472
504	0.2057494912
505	0.2055978193
506	0.2055053754
507	0.205469996
508	0.2053692312
509	0.205251102
510	0.2051327887
511	0.2050518184
512	0.2049915676
513	0.2048850656
514	0.204810441
515	0.2047754335
516	0.2047470803
517	0.2046322336
518	0.2045695086
519	0.2045337286
520	0.2044573498
521	0.2043730817
522	0.2043136988
523	0.2041730847
524	0.2040970607
525	0.2040538268
526	0.2039158425
527	0.2038662138
528	0.2037658887
529	0.2036899433
530	0.2035409212
531	0.2034693813
532	0.2034119339
533	0.2033599687
534	0.2032741709
535	0.2031124868
536	0.2029847298
537	0.2029335384
538	0.2028341808
539	0.2027796335
540	0.2027218742
541	0.2026283588
542	0.2025407462
543	0.202412466
544	0.2023231292
545	0.2022012749
546	0.202061759
547	0.2019839745
548	0.2019187059
549	0.2018498607
550	0.2017915406
551	0.2016750379
552	0.2015427909
553	0.2014476452
554	0.2013715959
555	0.2012898788
556	0.2012404666
557	0.2012171497
558	0.2011221724
559	0.2010792036
560	0.2010243917
561	0.2009049902
562	0.2008026109
563	0.2007034974
564	0.2005995994
565	0.200567965
566	0.2005125608
567	0.2004361691
568	0.2003830204
569	0.2002879586
570	0.2001882052
571	0.2001001
572	0.1999731593
573	0.1998503785
574	0.1997894096
575	0.1996961823
576	0.1995724072
577	0.1995098996
578	0.1994302979
579	0.1993598557
580	0.1992984381
581	0.1992351956
582	0.199088047
583	0.1989770665
584	0.1988648133
585	0.1987400899
586	0.1986632013
587	0.1985794091
588	0.1984898305
589	0.1983932037
590	0.1983465409
591	0.1982811399
592	0.1982270136
593	0.1981709142
594	0.1981413288
595	0.1980740094
596	0.1979600811
597	0.197885015
598	0.1978413811
599	0.1977878513
600	0.1976817346
601	0.1976110139
602	0.1975567832
603	0.1975067105
604	0.197460619
605	0.1974034863
606	0.1973575616
607	0.1972613573
608	0.1971645546
609	0.1970845871
610	0.1970190806
611	0.1969862275
612	0.1969011245
613	0.1968598876
614	0.1968013415
615	0.196728806
616	0.1966220479
617	0.1965341368
618	0.1964829555
619	0.196431241
620	0.1963870301
621	0.196245307
622	0.1961763077
623	0.1961058292
624	0.1959864545
625	0.1959563184
626	0.1958873849
627	0.1958256993
628	0.1957844729
629	0.1957074738
630	0.195566153
631	0.1954843726
632	0.1954052963
633	0.1953214254
634	0.1952123551
635	0.1951679978
636	0.195101676
637	0.1950255032
638	0.1949335804
639	0.1948512764
640	0.1947674623
641	0.1946490808
642	0.1946022639
643	0.1945533471
644	0.1944684324
645	0.1944081702
646	0.1943087931
647	0.1942262459
648	0.1940599775
649	0.1939539571
650	0.1939042492
651	0.1937965088
652	0.1936520696
653	0.1935501108
654	0.193516242
655	0.1934209619
656	0.1933647852
657	0.1932771888
658	0.193232234
659	0.1931670322
660	0.1931410074
661	0.19307338
662	0.1930245309
663	0.1929020181
664	0.1928087587
665	0.1926546173
666	0.1925936675
667	0.1924758024
668	0.1924061174
669	0.1923328447
670	0.1922907987
671	0.1922159734
672	0.1921098351
673	0.1920583968
674	0.1919726191
675	0.19191679
676	0.1918788395
677	0.1918147092
678	0.1917583365
679	0.1916716733
680	0.1916245933
681	0.1915247145
682	0.1914857621
683	0.1913865557
684	0.1912107592
685	0.1911096611
686	0.1910294237
687	0.1909370413
688	0.190780827
689	0.1907247796
690	0.1906765265
691	0.1906370516
692	0.1905714583
693	0.1904717698
694	0.1904087458
695	0.1903714194
696	0.1903374071
697	0.1902897544
698	0.1902767153
699	0.1902231083
700	0.1901614623
701	0.1900772858
702	0.1900124173
703	0.1899501557
704	0.1898876705
705	0.1898285632
706	0.1897790885
707	0.1897222376
708	0.189656888
709	0.1895838184
710	0.1895128102
711	0.1894472032
712	0.189383945
713	0.1893337302
714	0.1892442555
715	0.1891511841
716	0.1890905361
717	0.1889562011
718	0.1888823647
719	0.1888346415
720	0.188713809
721	0.1886380458
722	0.1885778532
723	0.1885074763
724	0.1884294586
725	0.1883695488
726	0.1882289762
727	0.1881927061
728	0.1881101956
729	0.1880585957
730	0.1880052428
731	0.1879020734
732	0.1878396711
733	0.1877774763
734	0.1876058531
735	0.1875452137
736	0.1874829102
737	0.1874273362
738	0.1873593493
739	0.1872994871
740	0.1872060175
741	0.1870879693
742	0.1870347524
743	0.1869955773
744	0.186901372
745	0.1868212266
746	0.1867725892
747	0.1866302037
748	0.186554832
749	0.1864746056
750	0.1864525943
751	0.1863525014
752	0.1862656779
753	0.1861936488
754	0.1861374865
755	0.1860721583
756	0.1859990087
757	0.1859405985
758	0.1858549962
759	0.1857576885
760	0.1856925797
761	0.1856187434
762	0.1855693173
763	0.1855351586
764	0.1854791903
765	0.1854419198
766	0.1853111444
767	0.1852360158
768	0.1851880069
769	0.1850599179
770	0.1848863368
771	0.1848119164
772	0.1846981487
773	0.1846115255
774	0.1845006566
775	0.1843902774
776	0.1842775254
777	0.1841629181
778	0.1841091537
779	0.1840216484
780	0.1839873543
781	0.1839345384
782	0.1838686991
783	0.1838360691
784	0.1837358341
785	0.1836556134
786	0.1835939999
787	0.1835415463
788	0.1833995519
789	0.1833026128
790	0.1832557845
791	0.1832052145
792	0.1831531301
793	0.1831179619
794	0.1830173621
795	0.1829578547
796	0.1829015365
797	0.1828408122
798	0.1827628584
799	0.1826420507
800	0.1825439544
801	0.1824613748
802	0.1823714805
803	0.1823052139
804	0.1822614627
805	0.1821702738
806	0.1821135845
807	0.1820128098
808	0.1819590321
809	0.1818906837
810	0.1817978849
811	0.1817341318
812	0.1816579375
813	0.1816330681
814	0.1815249929
815	0.1814756413
816	0.1813747559
817	0.1812901835
818	0.1812366605
819	0.181063755
820	0.1809730968
821	0.1809294519
822	0.1808198977
823	0.1807329946
824	0.1806095843
825	0.1805443907
826	0.1804932847
827	0.1804218636
828	0.1803661036
829	0.1803289003
830	0.1802217212
831	0.1801494956
832	0.1800878282
833	0.1800069966
834	0.1799189925
835	0.1798799219
836	0.1798354135
837	0.1798146901
838	0.1797628431
839	0.1797302628
840	0.1796191688
841	0.1795690951
842	0.1794539547
843	0.179318923
844	0.1792206664
845	0.1791871471
846	0.179080986
847	0.1790254688
848	0.1789583101
849	0.1788696342
850	0.1787715306
851	0.1786845798
852	0.1786328316
853	0.178510766
854	0.1784612927
855	0.178346921
856	0.1782729392
857	0.1781781888
858	0.1781036034
859	0.1780511012
860	0.1779952521
861	0.1779454913
862	0.1778836808
863	0.1778553843
864	0.1777687778
865	0.1776789837
866	0.1776120486
867	0.1775361032
868	0.1774530387
869	0.1773933725
870	0.1773299856
871	0.1771624403
872	0.1771089697
873	0.177001977
874	0.1769380774
875	0.1768835759
876	0.1767887564
877	0.1766860857
878	0.1766002917
879	0.1765614929
880	0.1764774365
881	0.176434391
882	0.1763779955
883	0.1763061328
884	0.1761977968
885	0.1760945339
886	0.1760114899
887	0.1758658562
888	0.1757967224
889	0.1757021046
890	0.1756545491
891	0.1755945964
892	0.1755487466
893	0.1754803791
894	0.1753972325
895	0.1753510995
896	0.175275022
897	0.1752025013
898	0.1751115808
899	0.175034359
900	0.1749491472
901	0.1749008336
902	0.1748463359
903	0.1747924318
904	0.1746773033
905	0.1745875707
906	0.1745392718
907	0.1744602685
908	0.1743943009
909	0.1742528853
910	0.1741992941
911	0.174145628
912	0.1741119361
913	0.174097136
914	0.1740301661
915	0.1739266772
916	0.1738310676
917	0.1738006296
918	0.1737356758
919	0.1736664462
920	0.1736184044
921	0.1735645132
922	0.1734894228
923	0.1734319863
924	0.1733609109
925	0.1732788692
926	0.1732283206
927	0.1731825156
928	0.1731369042
929	0.173073194
930	0.1730223265
931	0.1728833742
932	0.1727998009
933	0.1727581983
934	0.1726999526
935	0.1726157713
936	0.1725190086
937	0.172478333
938	0.1723882747
939	0.1723136153
940	0.1722531128
941	0.1721282501
942	0.1720507016
943	0.1719426384
944	0.1718492107
945	0.1717390313
946	0.1716369605
947	0.1715715566
948	0.1714975219
949	0.1713902526
950	0.1712827663
951	0.171213758
952	0.1711480923
953	0.1711159797
954	0.1710736628
955	0.1709093704
956	0.1708379068
957	0.1707568507
958	0.1707247882
959	0.1706621618
960	0.170602684
961	0.1704889617
962	0.1704140344
963	0.1703725023
964	0.1702741156
965	0.1702061915
966	0.1701385756
967	0.1700269547
968	0.1699504576
969	0.1698893738
970	0.1698148127
971	0.1697614818
972	0.1696871758
973	0.1696396694
974	0.1695812364
975	0.1695284252
976	0.1694892631
977	0.1694085083
978	0.1693379169
979	0.1692518373
980	0.1692056527
981	0.1691409965
982	0.1690335016
983	0.168968709
984	0.1688811498
985	0.1688318362
986	0.1687724218
987	0.1686387539
988	0.1685554457
989	0.1684784884
990	0.1684216619
991	0.1683789248
992	0.1683382363
993	0.1682535357
994	0.1682190104
995	0.1680958481
996	0.1680643864
997	0.1679945583
998	0.1679329305
999	0.1678981962
1000	0.1678697615
1001	0.1677705264
1002	0.16768999
1003	0.1676452594
1004	0.1675389924
1005	0.1674633255
1006	0.1674202085
1007	0.1673699398
1008	0.1672813597
1009	0.1671730556
1010	0.1671034417
1011	0.1670568938
1012	0.1670055294
1013	0.1668650427
1014	0.166757504
1015	0.1666929555
1016	0.1666614337
1017	0.1665722284
1018	0.1665164275
1019	0.1664315572
1020	0.1663266106
1021	0.1662420177
1022	0.1661279402
1023	0.1660872493
1024	0.1659932971
1025	0.1659469361
1026	0.1658672457
1027	0.1658269114
1028	0.1657779164
1029	0.1657009163
1030	0.1656242995
1031	0.1655970097
1032	0.165542417
1033	0.1654736881
1034	0.1654067564
1035	0.1652982793
1036	0.165250041
1037	0.1651556878
1038	0.1650928268
1039	0.1649835601
1040	0.1649423604
1041	0.1649001536
1042	0.1648470793
1043	0.1648046236
1044	0.1647509217
1045	0.1646161842
1046	0.1645835214
1047	0.1645500383
1048	0.1645084996
1049	0.1644065919
1050	0.1643409495
1051	0.1642956352
1052	0.1642280402
1053	0.1641467075
1054	0.1640559926
1055	0.1640300083
1056	0.1639016948
1057	0.163802597
1058	0.1637206903
1059	0.1636840234
1060	0.1636247907
1061	0.1635613093
1062	0.1634931889
1063	0.1634449029
1064	0.1633393006
1065	0.1633033261
1066	0.163252387
1067	0.1631888714
1068	0.1631387634
1069	0.1631210337
1070	0.1630756707
1071	0.1630154834
1072	0.1629784756
1073	0.1629398136
1074	0.1628917894
1075	0.1627778625
1076	0.1627300062
1077	0.1626847219
1078	0.162604352
1079	0.1625202594
1080	0.1624667964
1081	0.162406251
1082	0.1623419132
1083	0.16226196
1084	0.162185864
1085	0.1621467981
1086	0.16209375
1087	0.1619989333
1088	0.1619208345
1089	0.1618612695
1090	0.1617626734
1091	0.1616857586
1092	0.1616067867
1093	0.1615533953
1094	0.1614776754
1095	0.1614161515
1096	0.1613505015
1097	0.161254107
1098	0.1612091808
1099	0.1611266804
1100	0.1610684781
1101	0.1609633722
1102	0.1608422036
1103	0.1608054905
1104	0.1607327271
1105	0.1606714606
1106	0.1606179204
1107	0.1605800552
1108	0.1605286422
1109	0.1604797735
1110	0.1604177032
1111	0.1603342733
1112	0.1602812033
1113	0.1602272463
1114	0.1601554532
1115	0.1600772591
1116	0.1600145674
1117	0.1599581285
1118	0.1599248786
1119	0.1598565793
1120	0.1598060412
1121	0.1597647352
1122	0.1596457329
1123	0.1596020446
1124	0.1595564427
1125	0.159415977
1126	0.1593542819
1127	0.1592258716
1128	0.1592084231
1129	0.1591695552
1130	0.1591118073
1131	0.1590313997
1132	0.1589383936
1133	0.1588455195
1134	0.1587992539
1135	0.1587665548
1136	0.1587082472
1137	0.1586245475
1138	0.1585625739
1139	0.1584916534
1140	0.1583745584
1141	0.1583221087
1142	0.1582458305
1143	0.1581772013
1144	0.1581016583
1145	0.1579747462
1146	0.1579235873
1147	0.1578886347
1148	0.1578386207
1149	0.1577997661
1150	0.1577611918
1151	0.1576597056
1152	0.157518517
1153	0.1574221978
1154	0.1573803639
1155	0.1573419271
1156	0.1572913003
1157	0.1571531529
1158	0.1571187096
1159	0.1570689411
1160	0.1569695606
1161	0.1569293408
1162	0.1568347197
1163	0.1567602196
1164	0.1567252436
1165	0.1566807504
1166	0.1566307573
1167	0.156516645
1168	0.1564598513
1169	0.156446465
1170	0.1563990388
1171	0.1563211942
1172	0.1562333107
1173	0.1561947198
1174	0.1561576757
1175	0.1560728898
1176	0.1559930177
1177	0.1559212937
1178	0.1557947211
1179	0.1556930466
1180	0.1556138058
1181	0.1555687461
1182	0.1555067778
1183	0.1554594646
1184	0.1553960962
1185	0.1553223915
1186	0.1552645912
1187	0.155206037
1188	0.1551523166
1189	0.1551055484
1190	0.1550615849
1191	0.155001914
1192	0.1549483147
1193	0.1548722839
1194	0.1548018222
1195	0.1547474542
1196	0.1547016535
1197	0.154574697
1198	0.1545038967
1199	0.1544467258
1200	0.1543769274
1201	0.1543178825
1202	0.1542392807
1203	0.1541896501
1204	0.1541345901
1205	0.1540214133
1206	0.1539305348
1207	0.1538443227
1208	0.1537294121
1209	0.1536874146
1210	0.153640029
1211	0.1535831761
1212	0.1535352311
1213	0.1534278498
1214	0.1533957424
1215	0.1533038678
1216	0.1532760906
1217	0.1532090535
1218	0.1531320791
1219	0.153078517
1220	0.153031899
1221	0.1529511371
1222	0.1528833966
1223	0.1528317881
1224	0.1527533941
1225	0.1526890626
1226	0.1526367488
1227	0.1525453286
1228	0.1524665852
1229	0.1523927212
1230	0.1522850943
1231	0.1522489462
1232	0.1521932726
1233	0.1521390719
1234	0.1520829816
1235	0.1520402803
1236	0.1519915237
1237	0.1519434733
1238	0.1518827801
1239	0.1518182788
1240	0.1517254281
1241	0.151672792
1242	0.1516298437
1243	0.1515695696
1244	0.1515171051
1245	0.1514613848
1246	0.1514052348
1247	0.1513559866
1248	0.151289165
1249	0.151255547
1250	0.1512063432
1251	0.1511601157
1252	0.1511184087
1253	0.1510508738
1254	0.1509756212
1255	0.1509451466
1256	0.1508558145
1257	0.150804544
1258	0.1507493682
1259	0.1507181458
1260	0.1506833348
1261	0.1506053581
1262	0.1504831252
1263	0.150442101
1264	0.1504085126
1265	0.1503036351
1266	0.1502238526
1267	0.1501857085
1268	0.150142036
1269	0.1500759149
1270	0.1500035005
1271	0.1499457283
1272	0.1498877759
1273	0.1498387127
1274	0.1497975521
1275	0.1497067218
1276	0.1496448832
1277	0.1495709319
1278	0.1494925265
1279	0.1493970065
1280	0.1493616486
1281	0.1492640915
1282	0.1492272224
1283	0.1491611695
1284	0.1491010828
1285	0.1490583143
1286	0.1490121617
1287	0.1489076233
1288	0.1488474689
1289	0.1487908459
1290	0.14873209
1291	0.1486769619
1292	0.1485903149
1293	0.1485467992
1294	0.1484852428
1295	0.1484426131
1296	0.1483977203
1297	0.1483299174
1298	0.1482912383
1299	0.1482556252
1300	0.1482077584
1301	0.1481079931
1302	0.1480560222
1303	0.1479801755
1304	0.1478635893
1305	0.1478216362
1306	0.1477758718
1307	0.1477250347
1308	0.1476721692
1309	0.1475922713
1310	0.1475551224
1311	0.1475037303
1312	0.1474621725
1313	0.1473825054
1314	0.1473219724
1315	0.1472493024
1316	0.1471516771
1317	0.1471091719
1318	0.1470339737
1319	0.1470033021
1320	0.1469644132
1321	0.1469087558
1322	0.1468601918
1323	0.1468182368
1324	0.1467423053
1325	0.1467036786
1326	0.1466107421
1327	0.1465501375
1328	0.1464601483
1329	0.1464080529
1330	0.1463387661
1331	0.1462781577
1332	0.1462117276
1333	0.1461739502
1334	0.1461134892
1335	0.1460235424
1336	0.1459860368
1337	0.1459587073
1338	0.1458232307
1339	0.145706645
1340	0.1456525569
1341	0.1455855761
1342	0.1455163977
1343	0.1454668908
1344	0.1454273574
1345	0.1453846047
1346	0.1453376861
1347	0.1452822802
1348	0.1452273741
1349	0.1451851125
1350	0.1451226914
1351	0.1450912199
1352	0.1450087423
1353	0.1449414046
1354	0.1448539083
1355	0.1447763627
1356	0.1447161975
1357	0.1446568806
1358	0.1446180544
1359	0.1445500205
1360	0.1445186553
1361	0.1444749067
1362	0.1444323878
1363	0.1443555827
1364	0.1442851663
1365	0.1442463408
1366	0.144209024
1367	0.1441094005
1368	0.1440355091
1369	0.1439769809
1370	0.1438444633
1371	0.1438074205
1372	0.1437637136
1373	0.1436685736
1374	0.1436262047
1375	0.1435776224
1376	0.1435462403
1377	0.1435257683
1378	0.1435082679
1379	0.1434441383
1380	0.1434017231
1381	0.1433578143
1382	0.1433427966
1383	0.1433129508
1384	0.1432774184
1385	0.1432233984
1386	0.1431444397
1387	0.1430732653
1388	0.1429485159
1389	0.1428980384
1390	0.1428290596
1391	0.1428073022
1392	0.1427688498
1393	0.1427337339
1394	0.1426821673
1395	0.1426453071
1396	0.1426090946
1397	0.1425206656
1398	0.142491559
1399	0.1424628887
1400	0.1423982074
1401	0.1423090146
1402	0.1422829018
1403	0.1422461925
1404	0.142214236
1405	0.1421718335
1406	0.1421463974
1407	0.1420800498
1408	0.1420441439
1409	0.141983496
1410	0.1418966236
1411	0.1417641492
1412	0.141721333
1413	0.1415920084
1414	0.1415528793
1415	0.1414765923
1416	0.1414437771
1417	0.1413667853
1418	0.1413065288
1419	0.1412529182
1420	0.1412252076
1421	0.1411920779
1422	0.1411314156
1423	0.1410736697
1424	0.1410174229
1425	0.1409337966
1426	0.1408656964
1427	0.140791116
1428	0.1407521346
1429	0.1407306709
1430	0.1406740975
1431	0.1405850902
1432	0.1405300362
1433	0.1404909925
1434	0.1404641242
1435	0.1404127879
1436	0.1403675258
1437	0.1403316901
1438	0.1402594209
1439	0.1401803398
1440	0.1400911782
1441	0.140040338
1442	0.1399770987
1443	0.1399150612
1444	0.1398738198
1445	0.1397979078
1446	0.1397359655
1447	0.1396878226
1448	0.1396640642
1449	0.139613487
1450	0.1395626571
1451	0.1395179539
1452	0.1394464922
1453	0.1393816454
1454	0.1393256273
1455	0.1393100455
1456	0.1391810822
1457	0.1391088631
1458	0.139068382
1459	0.1389830344
1460	0.1389092369
1461	0.1388597007
1462	0.1388200588
1463	0.13878231
1464	0.1387429204
1465	0.1386490853
1466	0.1385831957
1467	0.1385324397
1468	0.138399452
1469	0.138332993
1470	0.1382877996
1471	0.1382543411
1472	0.138215688
1473	0.1381825707
1474	0.1380863295
1475	0.1380097225
1476	0.1379740067
1477	0.1379173508
1478	0.1379025557
1479	0.1378349264
1480	0.137791538
1481	0.1377447636
1482	0.1377018735
1483	0.1376662061
1484	0.1376165066
1485	0.1375436516
1486	0.1375030928
1487	0.1374603496
1488	0.1374340253
1489	0.1373833282
1490	0.1373217928
1491	0.1372841575
1492	0.1372563975
1493	0.1371744418
1494	0.1371287737
1495	0.137063396
1496	0.1369998121
1497	0.136947788
1498	0.1368843801
1499	0.1368401771
1500	0.1368196294
1501	0.1367664855
1502	0.136740731
1503	0.1367146451
1504	0.1366527498
1505	0.1365883069
1506	0.1365512416
1507	0.1364844718
1508	0.1364354169
1509	0.136397228
1510	0.1363180983
1511	0.1362810078
