iter	Logloss
1512	0.136241962
1513	0.1361975732
1514	0.1361397254
1515	0.136052099
1516	0.1359859715
1517	0.1359523363
1518	0.1359112518
1519	0.1358463187
1520	0.1357941806
1521	0.1357237
1522	0.1356734321
1523	0.1356397991
1524	0.1355829408
1525	0.1355048659
1526	0.1354450843
1527	0.135427438
1528	0.1353775055
1529	0.1353074622
1530	0.1352568169
1531	0.1351826413
1532	0.1351479065
1533	0.1351096933
1534	0.1350450613
1535	0.1349828463
1536	0.1349279892
1537	0.1348700337
1538	0.1348117895
1539	0.1347732844
1540	0.1347110312
1541	0.1346732194
1542	0.1346220362
1543	0.1345726838
1544	0.1345424488
1545	0.1344840336
1546	0.1344181154
1547	0.134360893
1548	0.1343035259
1549	0.13424558
1550	0.1342154896
1551	0.1341550257
1552	0.1340375898
1553	0.1340209737
1554	0.1339604392
1555	0.1339199567
1556	0.1338899453
1557	0.1338142982
1558	0.1337750928
1559	0.1337306824
1560	0.1336729321
1561	0.1336161559
1562	0.1335591524
1563	0.13350243
1564	0.1334487467
1565	0.1334102256
1566	0.1333804569
1567	0.1333144138
1568	0.1332661633
1569	0.1332162828
1570	0.1331593361
1571	0.1331158841
1572	0.1330630853
1573	0.1330147645
1574	0.1329659569
1575	0.1329197903
1576	0.1328657689
1577	0.132836355
1578	0.1327666538
1579	0.1326474991
1580	0.1326144826
1581	0.1325583823
1582	0.1325202825
1583	0.1324739249
1584	0.1324251239
1585	0.1323840628
1586	0.1323537192
1587	0.1322888541
1588	0.1322405012
1589	0.1321702573
1590	0.1321349509
1591	0.1320794687
1592	0.1319902298
1593	0.1319268074
1594	0.1318519349
1595	0.131806993
1596	0.1317415583
1597	0.1316778932
1598	0.1316269038
1599	0.1315601823
1600	0.1315025561
1601	0.1314357049
1602	0.1314136732
1603	0.131369344
1604	0.1313051143
1605	0.1312327592
1606	0.1311774719
1607	0.1311315894
1608	0.1310916429
1609	0.130996506
1610	0.1309767835
1611	0.1309576204
1612	0.1309255764
1613	0.1308620346
1614	0.1308052168
1615	0.1307582464
1616	0.1306827066
1617	0.1306263731
1618	0.130584527
1619	0.130487294
1620	0.1304505026
1621	0.1303738422
1622	0.130261816
1623	0.1302342155
1624	0.1301920559
1625	0.1300983825
1626	0.1300462029
1627	0.1300047884
1628	0.129958955
1629	0.1298904316
1630	0.1298587379
1631	0.1297888784
1632	0.1297374885
1633	0.1297000852
1634	0.1296283317
1635	0.1296051257
1636	0.129572207
1637	0.1295262251
1638	0.1294671936
1639	0.1294358048
1640	0.1293669569
1641	0.1293004766
1642	0.1292540481
1643	0.129187706
1644	0.129159652
1645	0.1290956051
1646	0.1290605974
1647	0.1290042002
1648	0.1289478695
1649	0.1289078879
1650	0.1288107197
1651	0.1287576654
1652	0.1286943009
1653	0.128614594
1654	0.1285816042
1655	0.1285420163
1656	0.1284549322
1657	0.1284107549
1658	0.1283526666
1659	0.12826319
1660	0.128220289
1661	0.1281849062
1662	0.1281161299
1663	0.1280533853
1664	0.1279692714
1665	0.1279245911
1666	0.1278799648
1667	0.1278182409
1668	0.1277750778
1669	0.1277255623
1670	0.1276770301
1671	0.1276232493
1672	0.1275978723
1673	0.1275649407
1674	0.127499716
1675	0.1274310725
1676	0.1274100969
1677	0.127362262
1678	0.1272742593
1679	0.1272402589
1680	0.1271948035
1681	0.1271322529
1682	0.1270673406
1683	0.1270297821
1684	0.1269978762
1685	0.1269158907
1686	0.1268563142
1687	0.1268007252
1688	0.1267765338
1689	0.1267338605
1690	0.1266615646
1691	0.1265504496
1692	0.1265118115
1693	0.1264482152
1694	0.1264017277
1695	0.126356606
1696	0.1263237829
1697	0.1262598491
1698	0.1262209737
1699	0.1261861291
1700	0.1261130712
1701	0.1260653658
1702	0.1260179579
1703	0.1259695857
1704	0.1259218979
1705	0.1258592498
1706	0.125811867
1707	0.12577195
1708	0.1257525861
1709	0.125711381
1710	0.1256594894
1711	0.1256166682
1712	0.1255730014
1713	0.1255428677
1714	0.1254526331
1715	0.1254229636
1716	0.1253902678
1717	0.125332839
1718	0.1252772007
1719	0.1252150469
1720	0.125165906
1721	0.125092572
1722	0.1250633461
1723	0.1250035911
1724	0.1249712455
1725	0.124862936
1726	0.1248227594
1727	0.1247472408
1728	0.1246952777
1729	0.1246597986
1730	0.1245931277
1731	0.1245063941
1732	0.1244738004
1733	0.1244483747
1734	0.1243958228
1735	0.1243625338
1736	0.1243305626
1737	0.1242496221
1738	0.1241952662
1739	0.1241023188
1740	0.1240642998
1741	0.1240301135
1742	0.1239556353
1743	0.1239021397
1744	0.1238488233
1745	0.1237881613
1746	0.1237422183
1747	0.1237138543
1748	0.1236576633
1749	0.1236015875
1750	0.1235660226
1751	0.1235059478
1752	0.1234744194
1753	0.123420691
1754	0.1233422623
1755	0.1233184357
1756	0.1232768934
1757	0.1232351789
1758	0.1231942723
1759	0.123154705
1760	0.1231203318
1761	0.1230552628
1762	0.1230168643
1763	0.1229580035
1764	0.1229182522
1765	0.122887187
1766	0.1227967904
1767	0.12276913
1768	0.1226750088
1769	0.1226415138
1770	0.1225824885
1771	0.1225495272
1772	0.1224873543
1773	0.1224555182
1774	0.122415381
1775	0.1223747029
1776	0.1223202744
1777	0.1222777531
1778	0.1222485781
1779	0.1222092633
1780	0.1221581082
1781	0.1221110158
1782	0.1220682664
1783	0.1220192556
1784	0.1219856241
1785	0.1219592223
1786	0.1218943291
1787	0.1218207684
1788	0.1217641962
1789	0.1216922867
1790	0.1216620812
1791	0.121603334
1792	0.1215566406
1793	0.1215273292
1794	0.1214800866
1795	0.1214480405
1796	0.1214177086
1797	0.1213792818
1798	0.1212981088
1799	0.1212774651
1800	0.1212130425
1801	0.121150048
1802	0.1210801277
1803	0.1210269413
1804	0.1209792118
1805	0.1209405782
1806	0.1209003141
1807	0.1208287101
1808	0.120747999
1809	0.1207037446
1810	0.1206247921
1811	0.1205353401
1812	0.1204956369
1813	0.1204705501
1814	0.1204378774
1815	0.1203863065
1816	0.1203320601
1817	0.120279249
1818	0.1202086067
1819	0.1201971743
1820	0.1201561441
1821	0.1200822997
1822	0.1200470104
1823	0.1200014722
1824	0.1199687462
1825	0.1199317808
1826	0.1198950689
1827	0.1198755052
1828	0.1198389127
1829	0.119777766
1830	0.119730535
1831	0.1196830108
1832	0.1196523695
1833	0.1195574443
1834	0.1195119081
1835	0.1194808168
1836	0.1194209156
1837	0.1193864877
1838	0.1193350856
1839	0.1192932451
1840	0.1192893734
1841	0.1192332444
1842	0.119183435
1843	0.1191251853
1844	0.1190422394
1845	0.1189998918
1846	0.1189667335
1847	0.118916584
1848	0.1188954427
1849	0.11886168
1850	0.1187947147
1851	0.118759608
1852	0.1186739755
1853	0.1186592219
1854	0.1186284497
1855	0.1185911498
1856	0.1185595186
1857	0.1185018382
1858	0.1184641669
1859	0.1184029682
1860	0.1183267171
1861	0.1183050671
1862	0.1182646258
1863	0.1182537322
1864	0.118227973
1865	0.1181792729
1866	0.1181293085
1867	0.1180920444
1868	0.1180414894
1869	0.1179876833
1870	0.1179653945
1871	0.1178986237
1872	0.1178428042
1873	0.1178098795
1874	0.1177853503
1875	0.1177632787
1876	0.1177105255
1877	0.117669945
1878	0.1176451461
1879	0.117591706
1880	0.1175405898
1881	0.1175123086
1882	0.1174699566
1883	0.117421716
1884	0.1173978076
1885	0.1173157952
1886	0.1172354965
1887	0.117206949
1888	0.1171591222
1889	0.1170772269
1890	0.1170496628
1891	0.1169944334
1892	0.1169684379
1893	0.1169426913
1894	0.1169090893
1895	0.1168948786
1896	0.1168415823
1897	0.1168125801
1898	0.1167552462
1899	0.116682045
1900	0.1166570439
1901	0.1166356695
1902	0.1165396719
